iter	Passed	Remaining
206	734	2813
207	735	2802
208	737	2791
209	739	2781
210	740	2770
211	742	2759
212	744	2749
213	745	2738
214	747	2728
215	749	2718
216	750	2708
217	752	2698
218	753	2688
219	755	2678
220	757	2669
221	758	2659
222	760	2650
223	762	2640
224	764	2633
225	766	2625
226	768	2618
227	770	2609
228	772	2599
229	779	2608
230	781	2601
231	782	2591
232	784	2581
233	785	2571
234	786	2560
235	787	2550
236	788	2540
237	790	2530
238	791	2520
239	793	2511
240	795	2506
241	797	2496
242	798	2486
243	799	2477
244	800	2467
245	802	2458
246	803	2449
247	804	2439
248	805	2430
249	807	2421
250	808	2412
251	809	2403
252	811	2397
253	813	2389
254	814	2380
255	815	2371
256	817	2362
257	818	2354
258	819	2345
259	821	2337
260	822	2328
261	823	2319
262	824	2311
263	827	2305
264	828	2298
265	829	2290
266	831	2281
267	832	2273
268	834	2267
269	836	2260
270	837	2253
271	839	2246
272	841	2239
273	842	2232
274	844	2225
275	845	2218
276	847	2212
277	849	2205
278	850	2198
279	852	2191
280	853	2185
281	855	2178
282	862	2184
283	864	2178
284	865	2171
285	867	2164
286	868	2158
287	869	2150
288	871	2143
289	872	2135
290	874	2131
291	876	2124
292	878	2120
293	879	2112
294	881	2105
295	882	2098
296	883	2091
297	884	2084
298	886	2077
299	887	2071
300	889	2064
301	890	2058
302	891	2051
303	893	2045
304	894	2038
305	896	2032
306	897	2025
307	898	2018
308	899	2012
309	901	2005
310	903	2000
311	904	1995
312	906	1989
313	909	1986
314	910	1980
315	912	1975
316	914	1969
317	915	1964
318	917	1957
319	920	1955
320	921	1950
321	926	1950
322	927	1944
323	929	1938
324	930	1932
325	931	1925
326	932	1919
327	933	1913
328	935	1907
329	936	1901
330	937	1895
331	939	1889
332	940	1883
333	941	1877
334	943	1873
335	945	1868
336	946	1862
337	948	1856
338	949	1850
339	953	1850
340	955	1845
341	956	1840
342	958	1835
343	959	1829
344	960	1823
345	961	1817
346	962	1811
347	964	1806
348	965	1800
349	967	1797
350	969	1792
351	970	1786
352	971	1781
353	972	1775
354	974	1769
355	975	1764
356	976	1758
357	977	1753
358	978	1747
359	983	1748
360	984	1743
361	986	1738
362	988	1733
363	989	1729
364	991	1724
365	993	1720
366	994	1715
367	996	1710
368	998	1707
369	1000	1704
370	1002	1699
371	1003	1694
372	1005	1690
373	1007	1685
374	1008	1681
375	1010	1676
376	1011	1672
377	1014	1669
378	1016	1665
379	1018	1661
380	1020	1657
381	1021	1653
382	1023	1648
383	1024	1644
384	1026	1639
385	1028	1635
386	1030	1631
387	1031	1627
388	1033	1623
389	1035	1619
390	1038	1616
391	1044	1619
392	1056	1631
393	1058	1627
394	1062	1627
395	1066	1626
396	1068	1622
397	1070	1619
398	1072	1614
399	1074	1611
400	1076	1607
401	1079	1605
402	1082	1604
403	1084	1600
404	1086	1596
405	1088	1592
406	1097	1599
407	1100	1597
408	1103	1594
409	1104	1590
410	1107	1586
411	1110	1584
412	1111	1580
413	1114	1578
414	1117	1575
415	1119	1571
416	1122	1568
417	1125	1567
418	1128	1565
419	1130	1561
420	1132	1557
421	1134	1553
422	1135	1548
423	1136	1544
424	1138	1540
425	1140	1536
426	1142	1532
427	1143	1528
428	1145	1524
429	1147	1520
430	1148	1516
431	1150	1512
432	1152	1508
433	1154	1505
434	1156	1501
435	1157	1497
436	1159	1493
437	1160	1489
438	1162	1485
439	1163	1481
440	1165	1477
441	1166	1472
442	1167	1468
443	1169	1463
444	1170	1459
445	1172	1456
446	1173	1452
447	1175	1447
448	1176	1443
449	1177	1439
450	1179	1435
451	1180	1431
452	1181	1426
453	1182	1422
454	1184	1418
455	1185	1414
456	1186	1410
457	1188	1406
458	1190	1403
459	1192	1399
460	1193	1395
461	1194	1391
462	1195	1387
463	1197	1383
464	1198	1378
465	1199	1374
466	1200	1370
467	1202	1366
468	1203	1363
469	1205	1359
470	1206	1355
471	1208	1351
472	1209	1347
473	1211	1343
474	1212	1339
475	1213	1335
476	1215	1332
477	1223	1335
478	1224	1332
479	1226	1328
480	1228	1325
481	1229	1321
482	1232	1319
483	1234	1316
484	1236	1313
485	1238	1309
486	1240	1306
487	1242	1303
488	1243	1299
489	1245	1295
490	1246	1292
491	1248	1288
492	1251	1286
493	1253	1283
494	1255	1281
495	1258	1279
496	1260	1275
497	1261	1272
498	1263	1268
499	1266	1266
500	1267	1262
501	1269	1259
502	1271	1256
503	1273	1252
504	1274	1249
505	1276	1246
506	1278	1242
507	1279	1239
508	1282	1237
509	1284	1233
510	1286	1231
511	1287	1227
512	1289	1223
513	1290	1220
514	1292	1216
515	1294	1213
516	1295	1210
517	1298	1208
518	1307	1211
519	1309	1209
520	1311	1206
521	1315	1204
522	1318	1202
523	1320	1199
524	1323	1197
525	1324	1193
526	1326	1190
527	1330	1189
528	1337	1190
529	1339	1187
530	1340	1184
531	1341	1179
532	1342	1176
533	1343	1172
534	1345	1169
535	1346	1165
536	1351	1164
537	1353	1162
538	1359	1162
539	1362	1160
540	1364	1157
541	1366	1154
542	1368	1151
543	1370	1148
544	1375	1148
545	1379	1146
546	1380	1143
547	1382	1140
548	1384	1137
549	1386	1134
550	1388	1131
551	1390	1128
552	1392	1125
553	1394	1122
554	1396	1119
555	1398	1116
556	1400	1113
557	1401	1110
558	1404	1107
559	1406	1104
560	1408	1102
561	1410	1098
562	1411	1095
563	1413	1092
564	1415	1089
565	1416	1086
566	1419	1083
567	1421	1081
568	1423	1077
569	1424	1074
570	1425	1071
571	1429	1069
572	1430	1066
573	1431	1062
574	1433	1059
575	1434	1056
576	1436	1052
577	1437	1049
578	1439	1047
579	1441	1043
580	1444	1041
581	1446	1038
582	1447	1035
583	1448	1032
584	1450	1029
585	1451	1025
586	1453	1022
587	1454	1019
588	1456	1016
589	1457	1012
590	1458	1009
591	1460	1006
592	1461	1003
593	1462	999
594	1464	996
595	1465	993
596	1467	990
597	1468	987
598	1470	984
599	1472	981
600	1473	978
601	1474	974
602	1476	971
603	1477	968
604	1478	965
605	1479	962
606	1481	959
607	1483	956
608	1485	953
609	1486	950
610	1487	947
611	1488	943
612	1490	940
613	1491	937
614	1493	934
615	1495	932
616	1497	929
617	1498	926
618	1502	924
619	1503	921
620	1509	921
621	1513	919
622	1518	918
623	1519	915
624	1523	913
625	1525	911
626	1527	908
627	1543	914
628	1546	912
629	1548	909
630	1550	906
631	1552	903
632	1554	901
633	1555	898
634	1557	895
635	1558	892
636	1560	889
637	1562	886
638	1565	884
639	1567	881
640	1568	878
641	1570	875
642	1571	872
643	1573	869
644	1575	866
645	1576	864
646	1578	861
647	1581	858
648	1583	856
649	1584	853
650	1586	850
651	1587	847
652	1588	844
653	1589	841
654	1591	838
655	1594	835
656	1597	833
657	1598	830
658	1600	828
659	1602	825
660	1603	822
661	1605	819
662	1607	816
663	1609	814
664	1611	811
665	1613	809
666	1614	806
667	1616	803
668	1617	800
669	1619	797
670	1625	796
671	1627	794
672	1630	792
673	1632	789
674	1634	786
675	1635	783
676	1636	780
677	1637	777
678	1639	775
679	1640	772
680	1642	769
681	1643	766
682	1645	763
683	1646	760
684	1648	757
685	1649	755
686	1650	752
687	1652	749
688	1653	746
689	1655	743
690	1657	741
691	1659	738
692	1661	736
693	1662	733
694	1664	730
695	1665	727
696	1666	724
697	1668	721
698	1669	718
699	1670	716
700	1672	713
701	1673	710
702	1675	707
703	1677	705
704	1679	702
705	1680	699
706	1681	696
707	1682	694
708	1684	691
709	1685	688
710	1687	685
711	1688	683
712	1690	680
713	1692	677
714	1694	675
715	1695	672
716	1697	670
717	1699	667
718	1701	665
719	1703	662
720	1705	659
721	1706	657
722	1707	654
723	1709	651
724	1711	649
725	1712	646
726	1714	643
727	1715	641
728	1718	638
729	1720	636
730	1723	634
731	1725	631
732	1727	629
733	1728	626
734	1730	623
735	1732	621
736	1734	618
737	1735	616
738	1736	613
739	1737	610
740	1739	607
741	1740	605
742	1741	602
743	1743	599
744	1744	597
745	1747	594
746	1749	592
747	1751	589
748	1752	587
749	1757	585
750	1759	583
751	1761	580
752	1764	578
753	1766	576
754	1768	573
755	1769	571
756	1771	568
757	1773	566
758	1776	564
759	1778	561
760	1780	559
761	1782	556
762	1784	554
763	1785	551
764	1787	549
765	1789	546
766	1790	544
767	1792	541
768	1794	539
769	1797	536
770	1798	534
771	1800	531
772	1802	529
773	1807	527
774	1809	525
775	1823	526
776	1825	523
777	1828	521
778	1829	519
779	1833	517
780	1834	514
781	1836	511
782	1838	509
783	1840	506
784	1841	504
785	1843	501
786	1845	499
787	1846	496
788	1848	494
789	1850	491
790	1852	489
791	1853	486
792	1855	484
793	1856	481
794	1858	479
795	1860	476
796	1861	474
797	1863	471
798	1864	469
799	1866	466
800	1868	464
801	1870	461
802	1871	459
803	1872	456
804	1875	454
805	1876	451
806	1878	449
807	1879	446
808	1881	444
809	1882	441
810	1883	439
811	1885	436
812	1886	433
813	1887	431
814	1890	429
815	1891	426
816	1893	424
817	1894	421
818	1897	419
819	1899	416
820	1901	414
821	1903	412
822	1905	409
823	1907	407
824	1910	405
825	1912	402
826	1914	400
827	1915	397
828	1916	395
829	1918	392
830	1919	390
831	1921	387
832	1922	385
833	1923	382
834	1925	380
835	1926	377
836	1927	375
837	1929	372
838	1930	370
839	1932	368
840	1933	365
841	1934	363
842	1936	360
843	1938	358
844	1939	355
845	1940	353
846	1942	350
847	1943	348
848	1944	345
849	1945	343
850	1946	340
851	1948	338
852	1949	336
853	1952	333
854	1954	331
855	1955	329
856	1957	326
857	1958	324
858	1959	321
859	1960	319
860	1962	316
861	1963	314
862	1964	311
863	1965	309
864	1967	307
865	1969	304
866	1970	302
867	1972	299
868	1973	297
869	1974	295
870	1975	292
871	1976	290
872	1979	288
873	1982	285
874	1984	283
875	1986	281
876	1988	278
877	1989	276
878	1990	274
879	1992	271
880	1994	269
881	1995	267
882	1998	264
883	1999	262
884	2001	260
885	2003	257
886	2006	255
887	2008	253
888	2010	250
889	2011	248
890	2012	246
891	2015	243
892	2016	241
893	2019	239
894	2021	237
895	2023	234
896	2024	232
897	2026	230
898	2029	227
899	2031	225
900	2032	223
901	2036	221
902	2037	218
903	2040	216
904	2041	214
905	2043	212
906	2045	209
907	2047	207
908	2048	205
909	2051	202
910	2052	200
911	2053	198
912	2055	195
913	2056	193
914	2057	191
915	2058	188
916	2060	186
917	2062	184
918	2063	181
919	2065	179
920	2066	177
921	2067	174
922	2069	172
923	2070	170
924	2071	167
925	2072	165
926	2078	163
927	2080	161
928	2081	159
929	2083	156
930	2084	154
931	2086	152
932	2087	149
933	2089	147
934	2090	145
935	2093	143
936	2095	140
937	2097	138
938	2098	136
939	2101	134
940	2103	131
941	2105	129
942	2106	127
943	2108	125
944	2109	122
945	2110	120
946	2114	118
947	2115	116
948	2116	113
949	2118	111
950	2119	109
951	2120	106
952	2122	104
953	2123	102
954	2125	100
955	2127	97
956	2128	95
957	2130	93
958	2131	91
959	2132	88
960	2134	86
961	2135	84
962	2136	82
963	2138	79
964	2139	77
965	2142	75
966	2145	73
967	2146	70
968	2147	68
969	2148	66
970	2150	64
971	2151	61
972	2152	59
973	2154	57
974	2156	55
975	2157	53
976	2159	50
977	2160	48
978	2162	46
979	2163	44
980	2165	41
981	2166	39
982	2167	37
983	2168	35
984	2170	33
985	2172	30
986	2173	28
987	2175	26
988	2176	24
989	2177	21
990	2179	19
991	2180	17
992	2181	15
993	2183	13
994	2185	10
995	2187	8
996	2189	6
997	2191	4
998	2193	2
999	2195	0
